venda_id,venda_data,venda_hora,loja_id,produto_id,qtd_vendida,valor_unitario
49177,2024-01-10,14:28,1,25,8,26.12
49178,2024-06-11,09:46,5,2,4,16.32
49179,2024-05-26,16:04,2,5,5,32.39
49180,2024-06-03,12:42,1,24,1,22.75
49181,2024-07-18,12:53,3,9,2,23.44
49182,2024-02-25,17:33,5,12,8,9.48
49183,2024-08-03,11:10,2,16,9,9.34
49184,2024-07-09,11:03,5,12,5,24.57
49185,2024-07-22,08:17,1,25,3,36.68
49186,2024-01-12,14:59,4,2,5,39.6
49187,2024-07-07,12:38,1,17,7,8.23
49188,2024-01-17,18:28,5,5,8,8.94
49189,2024-08-08,13:50,2,17,6,38.77
49190,2024-06-08,15:27,2,3,4,18.18
49191,2024-03-22,15:20,5,3,7,36.44
49192,2024-01-20,15:31,3,7,9,12.71
49193,2024-03-16,17:09,3,17,7,13.22
49194,2024-01-14,18:20,2,16,2,13.54
49195,2024-08-18,11:48,3,22,2,19.91
49196,2024-08-28,10:22,3,9,1,35.2
49197,2024-07-20,10:04,3,6,4,26.39
49198,2024-04-23,10:49,5,8,1,35.26
49199,2024-02-15,12:40,1,20,10,30.15
49200,2024-07-26,11:08,2,3,7,12.3
49201,2024-06-11,12:19,5,10,8,40.91
49202,2024-08-02,15:00,1,16,5,33.22
49203,2024-01-17,10:08,4,3,10,13.43
49204,2024-07-16,08:28,2,19,5,35.24
49205,2024-01-13,16:50,4,12,10,29.28
49206,2024-02-13,14:36,5,1,7,32.09
49207,2024-05-02,15:23,5,3,10,11.32
49208,2024-02-26,09:25,3,20,2,16.57
49209,2024-08-27,13:21,5,24,10,32.91
49210,2024-06-29,09:19,2,10,7,20.88
49211,2024-07-03,17:22,4,4,4,30.11
49212,2024-04-02,08:12,1,12,9,41.89
49213,2024-01-04,09:34,2,15,9,3.85
49214,2024-06-14,11:33,1,20,10,29.73
49215,2024-03-12,15:34,2,12,3,30.25
49216,2024-05-18,08:44,4,24,8,40.07
49217,2024-02-19,18:17,1,24,1,44.41
49218,2024-06-23,17:57,4,23,2,37.47
49219,2024-03-26,14:54,5,1,7,29.94
49220,2024-01-14,13:58,2,25,9,19.03
49221,2024-01-08,16:09,5,14,7,15.47
49222,2024-01-12,18:16,2,10,5,25.19
49223,2024-04-06,08:59,4,8,10,16.66
49224,2024-08-15,11:17,3,18,6,29.58
49225,2024-04-03,12:23,3,21,1,39.78
49226,2024-06-19,08:55,4,16,4,4.88
49227,2024-01-09,16:55,5,19,7,18.78
49228,2024-01-29,08:40,5,21,10,19.51
49229,2024-05-15,13:36,3,7,9,33.77
49230,2024-06-27,14:28,4,19,3,26.23
49231,2024-04-30,14:35,5,15,6,9.64
49232,2024-02-21,16:06,1,18,8,26.16
49233,2024-01-27,11:09,1,21,3,36.39
49234,2024-06-22,13:08,5,5,10,23.55
49235,2024-08-21,17:05,3,13,4,25.89
49236,2024-05-04,16:06,2,19,9,38.24
49237,2024-04-20,08:54,3,11,10,35.96
49238,2024-02-03,10:38,1,8,5,43.06
49239,2024-01-23,12:01,1,24,6,10.92
49240,2024-06-06,11:33,2,11,4,4.61
49241,2024-08-30,15:47,4,16,2,10.73
49242,2024-03-21,11:24,1,11,5,28.32
49243,2024-04-30,10:18,1,8,5,15.78
49244,2024-03-15,08:58,5,5,6,41.55
49245,2024-01-08,10:49,5,14,8,22.63
49246,2024-08-27,11:15,5,21,6,40.27
49247,2024-07-20,12:01,4,18,4,37.1
49248,2024-05-19,08:41,5,24,7,42.62
49249,2024-04-05,08:10,1,20,3,19.5
49250,2024-08-16,15:58,5,1,6,22.62
49251,2024-08-17,17:06,2,10,3,40.56
49252,2024-08-15,09:09,5,14,6,43.11
49253,2024-05-21,11:31,2,1,7,28.5
49254,2024-07-13,14:48,1,16,8,4.77
49255,2024-05-22,08:30,3,13,9,15.8
49256,2024-04-13,13:48,3,4,1,11.88
49257,2024-08-27,10:29,2,3,6,43.94
49258,2024-05-21,09:50,5,19,5,31.95
49259,2024-01-12,16:23,3,18,8,40.51
49260,2024-06-13,15:37,2,16,5,22.85
49261,2024-03-19,15:52,3,7,3,5.93
49262,2024-02-05,09:06,3,3,3,11.78
49263,2024-04-30,18:28,4,7,3,18.93
49264,2024-03-13,10:22,4,5,4,39.17
49265,2024-03-08,13:08,2,25,7,21.14
49266,2024-01-03,13:53,3,23,9,24.26
49267,2024-08-12,18:29,4,6,6,39.49
49268,2024-02-14,15:52,1,23,5,23.07
49269,2024-06-17,14:10,2,12,2,38.78
49270,2024-05-11,10:31,2,23,4,7.88
49271,2024-08-22,16:42,4,4,3,39.66
49272,2024-02-16,16:04,1,9,7,14.51
49273,2024-08-19,16:58,3,17,10,3.81
49274,2024-05-16,10:36,5,5,3,11.6
49275,2024-07-20,17:34,2,15,5,18.27
49276,2024-06-30,17:39,3,12,9,31.04
49277,2024-04-18,11:08,4,6,3,19.94
49278,2024-04-26,18:53,2,15,1,40.96
49279,2024-06-11,15:31,1,11,3,39.02
49280,2024-01-29,16:17,5,5,4,36.9
49281,2024-08-28,10:59,3,6,1,36.66
49282,2024-02-27,17:52,5,19,7,2.79
49283,2024-05-28,18:12,3,4,10,41.96
49284,2024-02-03,16:21,1,5,5,32.75
49285,2024-01-30,11:56,2,24,2,44.93
49286,2024-01-05,11:15,1,3,2,20.04
49287,2024-08-30,16:38,3,13,7,33.19
49288,2024-04-29,11:31,2,24,10,41.84
49289,2024-06-29,09:11,3,13,5,18.85
49290,2024-06-22,10:42,3,18,8,14.66
49291,2024-03-19,15:08,5,22,7,16.47
49292,2024-05-18,16:50,2,23,10,36.79
49293,2024-01-05,12:03,5,22,1,4.65
49294,2024-06-06,15:53,5,13,2,24.22
49295,2024-01-26,13:09,4,3,3,26.28
49296,2024-02-18,10:12,1,4,8,40.85
49297,2024-01-15,18:04,1,22,2,40.29
49298,2024-01-12,15:49,1,20,10,21.49
49299,2024-06-13,08:02,5,20,1,33.19
49300,2024-01-05,10:51,3,4,10,23.76
49301,2024-01-26,15:39,2,7,4,11.65
49302,2024-02-19,08:16,5,11,7,8.97
49303,2024-02-08,09:43,5,7,2,41.69
49304,2024-04-02,17:00,1,17,9,39.4
49305,2024-06-26,08:14,3,14,1,16.05
49306,2024-06-08,11:47,3,8,9,36.93
49307,2024-02-04,17:32,2,9,1,39.15
49308,2024-03-24,12:27,4,17,8,11.86
49309,2024-08-15,08:58,1,23,3,3.81
49310,2024-07-06,12:54,1,16,1,37.27
49311,2024-03-14,13:01,4,25,10,12.5
49312,2024-08-18,10:04,2,6,5,36.35
49313,2024-04-16,09:01,4,15,9,42.27
49314,2024-05-28,13:33,2,22,9,42.62
49315,2024-02-15,11:30,4,14,3,24.47
49316,2024-08-13,14:17,3,9,2,23.5
49317,2024-04-10,08:48,3,3,6,15.16
49318,2024-08-23,15:35,2,10,2,23.48
49319,2024-02-22,13:44,3,8,6,21.33
49320,2024-05-01,15:37,2,11,8,12.8
49321,2024-05-08,16:46,2,23,8,19.54
49322,2024-07-15,09:30,4,7,9,13.93
49323,2024-07-27,09:29,5,21,1,14.96
49324,2024-06-01,16:53,5,13,2,7.84
49325,2024-07-27,13:57,3,11,10,13.55
49326,2024-07-28,16:20,2,12,6,18.09
49327,2024-01-14,18:32,4,5,5,33.35
49328,2024-05-12,08:34,4,4,5,7.81
49329,2024-03-03,18:41,1,1,9,10.47
49330,2024-03-10,17:20,5,6,1,17.6
49331,2024-07-14,18:55,2,12,4,7.41
49332,2024-07-20,11:17,1,11,3,2.68
49333,2024-04-24,17:32,5,17,1,24.52
49334,2024-04-03,18:51,2,6,5,35.33
49335,2024-02-03,09:53,1,20,4,43.35
49336,2024-08-14,15:41,2,12,10,34.42
49337,2024-01-31,17:52,1,5,9,16.51
49338,2024-05-21,09:21,4,8,9,11.13
49339,2024-05-19,14:11,3,6,2,18.4
49340,2024-04-25,13:01,3,21,4,30.47
49341,2024-03-07,14:34,1,6,3,4.04
49342,2024-05-31,17:23,3,5,3,23.29
49343,2024-02-22,15:29,5,1,2,44.29
49344,2024-02-26,08:36,5,20,1,26.95
49345,2024-03-20,12:30,5,12,3,5.04
49346,2024-01-28,09:30,5,22,1,10.91
49347,2024-04-18,14:31,3,3,7,16.92
49348,2024-02-16,12:08,4,1,9,12.74
49349,2024-06-16,18:27,2,19,5,7.04
49350,2024-05-11,10:43,4,18,10,31.76
49351,2024-05-01,13:06,5,8,7,42.99
49352,2024-06-07,13:20,4,5,9,2.67
49353,2024-01-04,17:18,4,23,3,41.4
49354,2024-08-27,11:32,1,6,8,10.33
49355,2024-04-06,11:35,1,18,9,11.97
49356,2024-04-13,18:27,3,24,4,22.67
49357,2024-05-19,12:46,1,24,6,6.67
49358,2024-03-07,17:47,2,15,1,32.44
49359,2024-01-31,08:00,5,13,8,40.22
49360,2024-07-06,16:26,1,22,8,32.23
49361,2024-08-24,17:34,3,14,7,26.47
49362,2024-07-16,15:41,2,16,4,8.33
49363,2024-07-30,12:16,1,23,9,43.92
49364,2024-03-29,16:19,4,1,10,24.7
49365,2024-07-15,08:25,5,14,3,27.07
49366,2024-01-19,16:00,4,20,8,41.36
49367,2024-02-28,12:46,5,19,9,23.17
49368,2024-07-07,10:35,3,20,3,19.77
49369,2024-05-26,15:31,1,7,3,23.8
49370,2024-03-16,12:37,3,10,9,5.08
49371,2024-04-08,08:17,3,4,9,42.52
49372,2024-05-20,17:35,1,16,1,30.82
49373,2024-02-23,18:48,5,7,3,22.76
49374,2024-05-14,08:13,4,7,2,34.13
49375,2024-03-25,18:08,2,16,5,29.03
49376,2024-02-26,15:13,3,13,7,24.31
49377,2024-06-26,17:43,5,18,8,38.58
49378,2024-05-23,14:01,3,25,2,17.01
49379,2024-04-10,09:05,1,22,6,14.35
49380,2024-06-16,15:17,5,4,7,43.73
49381,2024-03-02,11:27,3,22,6,43.73
49382,2024-02-22,12:05,4,1,3,44.42
49383,2024-08-01,11:21,4,24,2,42.02
49384,2024-01-28,10:18,3,9,4,40.64
49385,2024-04-22,10:31,2,5,6,29.31
49386,2024-08-12,10:41,2,17,10,44.02
49387,2024-05-19,17:37,1,9,2,29.55
49388,2024-02-05,15:28,2,19,1,25.83
49389,2024-07-22,13:30,1,7,1,29.25
49390,2024-04-01,14:57,2,13,9,36.71
49391,2024-04-23,12:08,1,8,2,24.77
49392,2024-01-29,13:53,5,17,8,30.51
49393,2024-07-21,13:52,1,19,3,14.37
49394,2024-03-05,15:14,3,7,9,2.75
49395,2024-05-09,18:37,2,19,3,42.2
49396,2024-03-22,16:28,4,24,6,25.96
49397,2024-04-06,14:49,4,15,6,12.5
49398,2024-06-21,15:33,3,11,8,40.5
49399,2024-07-07,14:17,4,4,1,42.51
49400,2024-03-17,15:09,5,5,2,7.2
49401,2024-06-04,09:20,3,2,1,3.12
49402,2024-03-19,15:02,3,12,7,5.88
49403,2024-02-01,09:33,2,14,3,39.7
49404,2024-06-12,15:02,4,13,2,27.59
49405,2024-01-25,13:02,2,16,1,33.83
49406,2024-03-29,15:28,3,21,1,6.47
49407,2024-06-01,17:11,3,23,8,39.23
49408,2024-02-22,14:07,5,7,5,4.57
49409,2024-02-20,13:02,2,14,8,16.02
49410,2024-02-22,13:33,4,23,2,17.99
49411,2024-01-09,18:34,4,19,10,31.71
49412,2024-07-28,08:23,4,18,1,9.46
49413,2024-08-16,13:54,3,1,2,11.1
49414,2024-02-02,14:46,5,6,2,32.95
49415,2024-05-31,18:14,2,10,10,22.8
49416,2024-07-23,08:03,1,2,2,36.77
49417,2024-05-25,09:27,5,20,9,12.19
49418,2024-02-09,08:07,4,6,7,7.53
49419,2024-01-29,11:24,5,6,7,41.43
49420,2024-08-19,08:43,3,10,4,31.78
49421,2024-03-23,10:32,4,17,6,32.38
49422,2024-02-12,17:17,2,21,10,20.1
49423,2024-06-24,14:52,5,9,2,26.41
49424,2024-01-06,18:49,1,7,5,21.51
49425,2024-08-22,08:08,4,5,6,20.34
49426,2024-06-05,14:17,4,24,4,6.72
49427,2024-05-28,17:36,4,17,3,33.91
49428,2024-03-04,14:51,3,21,2,12.12
49429,2024-03-26,15:06,1,9,6,44.49
49430,2024-06-12,08:00,1,23,10,9.32
49431,2024-02-01,17:30,1,7,10,43.15
49432,2024-02-08,16:46,4,3,3,10.81
49433,2024-06-29,14:20,3,22,7,4.58
49434,2024-04-27,18:43,3,20,2,4.72
49435,2024-05-11,16:21,4,20,7,18.71
49436,2024-07-24,16:23,4,15,7,40.1
49437,2024-03-25,17:20,4,10,6,38.77
49438,2024-01-08,16:07,2,8,10,34.86
49439,2024-05-24,13:24,4,9,8,7.64
49440,2024-04-22,18:50,1,10,9,37.27
49441,2024-06-03,18:52,5,21,1,44.24
49442,2024-06-09,13:03,5,15,4,19.06
49443,2024-05-06,12:30,2,1,9,33.11
49444,2024-03-30,16:22,2,8,8,4.45
49445,2024-03-18,12:16,2,9,2,36.47
49446,2024-06-05,12:13,4,9,9,27.98
49447,2024-01-06,18:27,1,3,8,18.35
49448,2024-04-27,15:32,1,23,5,7.52
49449,2024-08-12,10:01,1,1,1,28.82
49450,2024-04-06,17:01,4,2,2,13.96
49451,2024-05-02,16:51,4,6,9,16.51
49452,2024-02-29,12:46,5,6,9,43.26
49453,2024-01-16,09:57,1,9,3,42.0
49454,2024-08-03,14:21,1,24,8,41.84
49455,2024-05-24,09:21,2,3,2,42.98
49456,2024-01-22,15:31,5,25,1,25.42
49457,2024-02-22,09:20,2,12,3,34.43
49458,2024-04-03,17:56,2,19,10,34.11
49459,2024-01-31,09:31,5,7,1,18.21
49460,2024-08-20,13:56,5,2,8,37.82
49461,2024-07-21,15:53,5,17,6,33.69
49462,2024-05-26,15:32,2,22,7,12.33
49463,2024-07-08,13:48,4,14,7,7.92
49464,2024-04-13,10:28,5,4,7,35.18
49465,2024-01-25,11:04,3,9,9,36.52
49466,2024-08-17,10:58,4,25,1,39.78
49467,2024-01-07,10:44,1,6,7,2.94
49468,2024-03-22,16:49,2,21,9,41.94
49469,2024-07-25,10:35,3,3,5,21.69
49470,2024-04-02,17:11,3,2,2,43.51
49471,2024-06-14,15:12,2,17,9,34.93
49472,2024-05-13,10:51,3,10,5,35.13
49473,2024-02-23,14:27,4,14,4,43.67
49474,2024-03-29,11:04,2,18,9,4.21
49475,2024-07-13,10:37,4,9,7,9.83
49476,2024-06-01,13:37,1,6,2,24.11
49477,2024-01-15,17:38,1,17,5,23.75
49478,2024-03-04,17:00,4,14,1,4.05
49479,2024-05-26,14:52,1,16,7,18.76
49480,2024-03-18,10:10,4,17,10,20.11
49481,2024-07-07,08:06,4,23,7,22.55
49482,2024-06-01,15:21,2,23,10,36.5
49483,2024-01-11,13:24,2,19,9,44.57
49484,2024-06-07,14:46,1,9,8,33.76
49485,2024-06-09,08:06,2,22,4,5.54
49486,2024-01-11,10:53,1,4,3,39.13
49487,2024-04-28,11:59,2,6,2,32.98
49488,2024-08-15,09:06,5,19,5,7.59
49489,2024-08-16,18:37,4,3,5,33.78
49490,2024-01-23,17:44,1,1,9,13.06
49491,2024-03-22,12:39,1,15,10,10.57
49492,2024-07-05,13:44,2,18,4,19.14
49493,2024-05-17,15:25,5,7,7,2.8
49494,2024-02-28,11:31,2,11,10,21.11
49495,2024-01-09,10:58,4,8,1,37.6
49496,2024-06-07,08:53,2,13,10,10.42
49497,2024-03-12,15:52,5,1,1,24.62
49498,2024-04-02,13:46,4,3,9,43.92
49499,2024-07-28,18:04,5,4,7,11.97
49500,2024-04-13,13:15,2,24,7,34.99
49501,2024-02-23,16:53,3,22,10,10.23
49502,2024-03-03,13:16,2,8,4,9.09
49503,2024-06-16,12:25,5,16,6,38.22
49504,2024-01-18,15:32,5,7,2,27.1
49505,2024-02-26,11:39,2,23,4,38.26
49506,2024-01-14,15:10,1,21,1,37.9
49507,2024-08-19,09:03,5,23,7,39.31
49508,2024-01-23,17:18,2,2,7,38.2
49509,2024-05-21,15:45,4,10,3,19.17
49510,2024-04-25,10:24,3,17,2,25.49
49511,2024-07-29,13:59,4,20,5,13.05
49512,2024-03-26,18:04,5,6,2,44.31
49513,2024-06-28,09:31,2,25,2,19.61
49514,2024-04-20,08:09,1,2,7,5.57
49515,2024-01-30,10:22,2,6,5,30.7
49516,2024-05-08,15:32,5,23,4,5.85
49517,2024-07-03,13:44,3,4,8,39.65
49518,2024-06-11,17:37,5,19,10,18.43
49519,2024-03-11,14:14,1,18,5,34.24
49520,2024-06-19,12:41,2,14,8,5.7
49521,2024-05-28,13:12,1,16,5,13.32
49522,2024-03-14,09:36,1,14,4,40.69
49523,2024-05-23,13:11,1,15,8,22.65
49524,2024-08-07,08:35,2,8,5,15.85
49525,2024-08-16,12:49,3,7,1,20.67
49526,2024-03-21,10:08,2,25,9,15.64
49527,2024-01-21,08:30,5,11,9,11.38
49528,2024-05-09,14:44,3,19,3,39.84
49529,2024-07-06,12:49,3,15,1,41.37
49530,2024-05-30,16:58,1,4,4,10.4
49531,2024-08-07,17:43,5,3,4,4.7
49532,2024-08-10,16:06,5,2,4,24.45
49533,2024-05-12,12:53,3,8,1,39.41
49534,2024-04-19,12:03,4,23,7,5.7
49535,2024-03-13,16:44,2,15,5,35.23
49536,2024-03-29,10:02,5,3,6,34.35
49537,2024-04-19,18:51,2,2,10,21.11
49538,2024-03-28,14:27,4,3,4,40.38
49539,2024-01-10,13:55,4,23,10,37.02
49540,2024-05-29,18:51,4,22,6,17.42
49541,2024-06-06,09:12,2,14,3,31.16
49542,2024-02-13,14:24,5,2,5,31.29
49543,2024-07-02,17:34,4,23,1,30.99
49544,2024-05-19,15:11,4,10,7,31.85
49545,2024-04-01,16:41,2,6,6,14.57
49546,2024-05-16,08:30,3,11,1,13.58
49547,2024-02-12,09:35,1,11,7,8.12
49548,2024-08-12,10:09,1,22,1,27.8
49549,2024-07-07,11:07,3,12,9,26.12
49550,2024-06-06,18:27,2,11,7,18.67
49551,2024-02-29,10:08,2,21,3,41.31
49552,2024-05-14,10:35,1,14,2,18.97
49553,2024-02-10,11:15,1,17,8,22.52
49554,2024-07-17,17:20,3,15,2,19.97
49555,2024-05-04,12:48,3,6,4,7.03
49556,2024-08-28,13:58,1,11,7,21.76
49557,2024-02-13,14:28,2,12,6,42.16
49558,2024-03-23,13:03,3,12,1,25.1
49559,2024-08-09,15:57,3,19,2,22.69
49560,2024-05-23,12:38,4,7,1,22.47
49561,2024-08-22,09:00,1,16,4,33.19
49562,2024-06-06,17:39,1,7,9,31.83
49563,2024-05-01,13:06,5,22,10,17.0
49564,2024-03-14,17:55,4,3,8,10.01
49565,2024-07-21,12:39,2,22,1,17.84
49566,2024-06-03,13:41,2,15,4,36.97
49567,2024-04-20,17:50,3,11,5,33.79
49568,2024-02-26,15:15,5,7,9,35.1
49569,2024-03-13,14:50,2,21,6,2.9
49570,2024-03-17,12:15,2,10,7,28.58
49571,2024-05-31,08:52,2,13,5,36.19
49572,2024-03-01,16:01,2,22,4,6.39
49573,2024-03-13,15:31,3,1,10,13.8
49574,2024-05-11,10:58,5,20,7,38.01
49575,2024-04-16,14:36,5,11,8,44.35
49576,2024-01-10,11:58,5,25,7,19.36
49577,2024-07-01,09:05,4,20,4,13.94
49578,2024-01-16,10:45,4,9,6,11.84
49579,2024-08-02,08:39,5,4,4,43.22
49580,2024-08-14,13:28,4,4,2,25.41
49581,2024-02-12,13:06,2,14,3,3.49
49582,2024-07-29,17:50,4,23,7,15.03
49583,2024-02-04,17:53,1,19,6,12.71
49584,2024-07-24,16:27,1,15,1,40.93
49585,2024-02-26,11:06,3,7,6,42.98
49586,2024-04-17,12:36,4,11,9,31.81
49587,2024-04-08,18:07,3,2,2,3.28
49588,2024-02-11,13:17,4,21,3,30.84
49589,2024-05-28,11:53,5,21,1,12.19
49590,2024-01-04,09:14,2,19,6,29.81
49591,2024-06-15,12:08,3,13,1,13.19
49592,2024-02-15,15:30,2,11,7,6.69
49593,2024-04-22,15:49,2,11,9,24.29
49594,2024-01-15,13:24,5,22,7,8.62
49595,2024-08-03,09:50,3,13,3,7.02
49596,2024-06-30,14:38,4,19,2,40.92
49597,2024-04-18,15:26,4,19,5,37.74
49598,2024-08-14,08:13,3,15,2,42.58
49599,2024-05-01,08:27,1,9,4,37.2
49600,2024-08-12,16:30,4,21,6,3.22
49601,2024-04-22,11:30,5,24,9,42.67
49602,2024-06-04,11:04,3,18,5,41.7
49603,2024-07-03,08:36,4,16,9,5.81
49604,2024-03-17,09:15,5,17,9,15.04
49605,2024-04-14,10:52,3,22,7,4.25
49606,2024-07-09,18:31,4,24,3,14.19
49607,2024-02-21,13:21,3,25,3,31.12
49608,2024-02-09,15:13,2,10,9,26.1
49609,2024-07-24,13:36,5,17,1,10.04
49610,2024-06-24,17:26,1,24,1,25.14
49611,2024-04-12,12:52,5,7,5,5.63
49612,2024-08-14,08:44,5,20,1,22.51
49613,2024-07-05,10:52,4,22,6,8.19
49614,2024-04-18,10:42,1,17,9,9.71
49615,2024-06-30,08:39,2,23,2,8.03
49616,2024-05-07,15:37,1,18,9,14.39
49617,2024-01-06,17:24,1,9,3,19.71
49618,2024-02-01,18:25,2,7,3,41.1
49619,2024-02-17,10:57,2,19,4,9.12
49620,2024-03-27,16:59,2,3,1,27.79
49621,2024-08-04,11:44,3,18,10,2.97
49622,2024-05-03,13:36,4,17,8,19.31
49623,2024-06-25,08:02,1,9,10,28.54
49624,2024-03-25,17:20,4,19,7,27.14
49625,2024-05-28,18:35,4,19,3,11.42
49626,2024-02-26,18:34,4,12,2,28.46
49627,2024-08-24,15:35,1,14,8,24.88
49628,2024-03-11,15:12,2,5,6,36.59
49629,2024-06-24,14:10,3,18,5,43.48
49630,2024-07-13,12:43,1,6,7,13.09
49631,2024-03-07,14:34,5,24,4,35.6
49632,2024-06-08,12:12,4,12,5,8.71
49633,2024-02-29,16:41,4,8,4,16.43
49634,2024-06-15,18:45,4,1,5,37.32
49635,2024-07-02,11:15,2,1,1,5.35
49636,2024-06-17,17:45,5,12,9,22.46
49637,2024-05-16,13:08,2,9,5,9.23
49638,2024-01-16,09:53,1,17,10,28.48
49639,2024-04-07,08:24,3,3,8,4.35
49640,2024-04-23,17:36,1,12,4,35.65
49641,2024-04-15,18:09,5,6,8,44.26
49642,2024-02-29,14:52,3,9,6,30.24
49643,2024-05-06,15:31,4,13,5,40.95
49644,2024-06-12,08:19,1,1,6,43.5
49645,2024-04-26,15:47,5,19,4,23.53
49646,2024-05-15,09:06,1,5,5,33.68
49647,2024-03-31,09:13,1,21,2,36.44
49648,2024-05-23,18:25,4,11,1,9.76
49649,2024-02-24,17:42,4,3,4,15.44
49650,2024-02-26,15:05,5,1,7,11.02
49651,2024-07-01,09:19,2,9,5,40.33
49652,2024-04-18,09:37,3,11,10,43.19
49653,2024-08-25,09:02,3,2,5,43.14
49654,2024-01-05,12:41,3,5,1,16.52
49655,2024-05-06,10:45,5,15,1,26.56
49656,2024-05-26,16:55,3,6,9,31.37
49657,2024-07-04,12:22,3,20,7,39.86
49658,2024-07-11,12:58,5,2,5,4.44
49659,2024-06-13,17:06,4,11,4,42.05
49660,2024-05-16,18:01,2,23,2,7.72
49661,2024-03-02,11:57,4,20,9,20.7
49662,2024-04-01,11:18,1,10,9,7.62
49663,2024-08-10,17:14,2,7,8,10.48
49664,2024-04-13,14:26,4,23,4,3.89
49665,2024-03-31,16:45,2,24,3,20.62
49666,2024-01-21,11:28,2,13,3,8.06
49667,2024-07-20,12:56,2,9,3,21.17
49668,2024-02-12,14:42,2,7,3,14.22
49669,2024-07-12,15:50,4,17,8,34.99
49670,2024-04-12,09:15,1,19,8,27.59
49671,2024-07-05,15:06,1,19,2,16.59
49672,2024-03-14,11:20,4,12,8,4.61
49673,2024-05-28,12:29,3,24,1,32.62
49674,2024-04-19,09:27,3,4,3,38.92
49675,2024-06-04,08:28,2,9,7,14.87
49676,2024-08-04,11:11,4,1,10,32.34
49677,2024-06-10,09:05,3,9,5,20.43
49678,2024-03-01,15:15,4,1,2,24.58
49679,2024-08-04,16:42,2,5,6,35.36
49680,2024-05-14,18:45,3,24,5,20.11
49681,2024-04-30,16:17,3,20,8,5.57
49682,2024-08-04,10:31,4,19,9,4.7
49683,2024-03-11,15:26,4,5,5,40.37
49684,2024-01-16,13:02,5,14,4,35.3
49685,2024-02-06,12:52,5,3,6,18.53
49686,2024-06-19,09:46,1,1,9,40.92
49687,2024-05-08,17:08,1,16,3,42.6
49688,2024-08-17,14:44,3,12,3,33.61
49689,2024-07-08,08:15,5,5,5,42.94
49690,2024-08-17,14:12,1,16,2,23.49
49691,2024-05-01,09:35,1,19,10,36.43
49692,2024-06-12,11:14,3,5,6,19.41
49693,2024-07-03,14:44,2,5,7,25.28
49694,2024-01-29,17:13,4,20,10,37.92
49695,2024-03-01,12:45,4,21,1,11.56
49696,2024-06-02,13:55,2,1,10,40.91
49697,2024-01-30,08:57,2,13,10,37.89
49698,2024-01-05,10:26,2,21,1,24.4
49699,2024-01-02,18:50,1,23,10,29.93
49700,2024-06-15,09:44,1,4,1,23.96
49701,2024-08-24,18:55,3,9,8,23.5
49702,2024-01-12,12:18,3,23,7,20.26
49703,2024-06-20,10:26,4,22,2,16.92
49704,2024-03-10,13:15,3,24,7,20.16
49705,2024-01-06,13:01,3,16,8,8.72
49706,2024-08-04,16:18,2,3,7,14.69
49707,2024-08-09,13:30,3,12,2,6.67
49708,2024-08-19,12:57,2,3,4,25.99
49709,2024-05-26,16:41,5,7,6,43.19
49710,2024-08-05,12:27,5,14,6,26.95
49711,2024-03-18,17:23,5,13,8,20.35
49712,2024-05-26,13:13,3,10,4,13.25
49713,2024-05-07,09:01,3,14,5,43.29
49714,2024-07-12,10:24,5,5,7,28.61
49715,2024-05-08,16:01,1,18,3,26.78
49716,2024-01-29,14:35,2,21,4,23.23
49717,2024-06-15,10:12,4,18,8,36.45
49718,2024-07-12,09:56,4,25,7,18.1
49719,2024-05-03,15:11,5,14,7,34.6
49720,2024-06-28,09:47,5,21,3,35.05
49721,2024-06-29,16:50,3,2,3,41.96
49722,2024-07-12,16:13,1,16,8,20.32
49723,2024-01-09,10:04,1,4,7,31.89
49724,2024-01-09,13:39,3,5,5,31.28
49725,2024-03-05,17:52,2,11,5,35.09
49726,2024-06-20,15:17,1,7,2,41.77
49727,2024-07-17,11:50,1,23,5,3.73
49728,2024-07-07,11:46,3,22,3,3.13
49729,2024-08-03,12:26,5,4,5,4.9
49730,2024-04-20,11:11,4,4,10,10.93
49731,2024-08-18,13:01,3,14,5,32.48
49732,2024-01-12,15:06,5,8,8,30.43
49733,2024-03-05,08:31,3,16,8,43.52
49734,2024-01-16,16:34,5,13,6,17.44
49735,2024-03-08,18:32,3,8,3,31.96
49736,2024-08-15,18:44,5,8,1,24.34
49737,2024-02-04,14:09,1,18,7,30.68
49738,2024-05-06,08:27,4,13,9,34.95
49739,2024-06-22,18:04,1,13,1,20.91
49740,2024-01-22,18:39,5,24,2,6.55
49741,2024-07-16,13:36,4,10,6,13.34
49742,2024-08-22,14:00,1,8,5,19.05
49743,2024-01-14,15:24,3,21,10,8.92
49744,2024-05-06,16:39,2,14,1,24.7
49745,2024-01-19,16:10,3,22,10,12.91
49746,2024-01-25,08:25,5,23,1,9.11
49747,2024-02-11,15:50,3,23,6,28.74
49748,2024-05-24,15:09,4,14,1,33.22
49749,2024-02-29,08:06,1,1,1,3.57
49750,2024-07-29,18:46,3,9,6,9.0
49751,2024-03-22,08:44,3,6,6,42.75
49752,2024-05-28,08:33,5,22,3,18.89
49753,2024-02-10,14:19,2,8,7,18.53
49754,2024-01-13,08:09,3,12,2,43.41
49755,2024-02-11,14:21,1,21,1,30.36
49756,2024-07-03,11:53,5,14,1,44.09
49757,2024-07-20,08:06,3,1,10,25.0
